Location,MutOperator,NumMutStmt,NodeType,StmtType,LineNum,MetStmtTotal,MetStmtIdx,MetStmtSucc,NumTests,ReturnType,TryCatch,RetByRef,MetParaCount,MetMagic,Detected
2865,Assignment,4,PhpParser\Node\Expr\AssignOp\Minus,none,102,18,0,0,17,none,0,0,3,0,0
2866,MinusEqual,4,PhpParser\Node\Expr\AssignOp\Minus,none,102,18,0,0,17,none,0,0,3,0,0
2867,Foreach_,2,PhpParser\Node\Stmt\Foreach_,PhpParser\Node\Stmt\Foreach_,81,18,13,0,240,none,0,0,3,0,1
2868,Minus,6,PhpParser\Node\Expr\BinaryOp\Minus,PhpParser\Node\Stmt\Expression,108,18,15,0,17,none,0,0,3,0,1
2869,Division,6,PhpParser\Node\Expr\BinaryOp\Div,PhpParser\Node\Stmt\Expression,108,18,15,0,17,none,0,0,3,0,1
2870,Multiplication,6,PhpParser\Node\Expr\BinaryOp\Mul,PhpParser\Node\Stmt\Expression,108,18,15,0,17,none,0,0,3,0,1
2871,Plus,6,PhpParser\Node\Expr\BinaryOp\Plus,PhpParser\Node\Stmt\Expression,108,18,15,0,17,none,0,0,3,0,1
2872,RoundingFamily,6,PhpParser\Node\Expr\FuncCall,PhpParser\Node\Stmt\Expression,108,18,15,0,17,none,0,0,3,0,1
2873,RoundingFamily,6,PhpParser\Node\Expr\FuncCall,PhpParser\Node\Stmt\Expression,108,18,15,0,17,none,0,0,3,0,1
2874,Foreach_,1,PhpParser\Node\Stmt\Foreach_,PhpParser\Node\Stmt\Foreach_,110,18,16,0,34,none,0,0,3,0,1
2875,PublicVisibility,4,PhpParser\Node\Stmt\ClassMethod,none,39,0,0,0,49896,none,0,0,0,0,1
2876,DecrementInteger,4,PhpParser\Node\Scalar\LNumber,none,125,0,0,0,4,none,0,0,0,0,1
2877,IncrementInteger,4,PhpParser\Node\Scalar\LNumber,none,125,0,0,0,4,none,0,0,0,0,1
2878,OneZeroInteger,4,PhpParser\Node\Scalar\LNumber,none,125,0,0,0,4,none,0,0,0,0,1
2879,PublicVisibility,4,PhpParser\Node\Stmt\ClassMethod,none,125,0,0,0,16,none,0,0,0,0,1
2880,DecrementInteger,4,PhpParser\Node\Scalar\LNumber,none,138,0,0,0,2,none,0,0,0,0,1
2881,IncrementInteger,4,PhpParser\Node\Scalar\LNumber,none,138,0,0,0,2,none,0,0,0,0,0
2882,OneZeroInteger,4,PhpParser\Node\Scalar\LNumber,none,138,0,0,0,2,none,0,0,0,0,1
2883,PublicVisibility,4,PhpParser\Node\Stmt\ClassMethod,none,138,0,0,0,8,none,0,0,0,0,1
2884,DecrementInteger,4,PhpParser\Node\Scalar\LNumber,none,151,0,0,0,42,none,0,0,0,0,1
2885,IncrementInteger,4,PhpParser\Node\Scalar\LNumber,none,151,0,0,0,42,none,0,0,0,0,0
2886,OneZeroInteger,4,PhpParser\Node\Scalar\LNumber,none,151,0,0,0,42,none,0,0,0,0,1
2887,InstanceOf_,2,PhpParser\Node\Expr\Instanceof_,none,155,0,0,0,7,none,0,0,0,0,1
2888,InstanceOf_,2,PhpParser\Node\Expr\Instanceof_,none,155,0,0,0,7,none,0,0,0,0,1
2889,CastString,1,PhpParser\Node\Expr\Cast\String_,none,156,4,0,0,3,none,0,0,2,0,1
2890,PregMatchMatches,2,PhpParser\Node\Expr\FuncCall,none,159,0,0,0,7,none,0,0,0,0,1
2891,LogicalAnd,2,PhpParser\Node\Expr\BinaryOp\BooleanAnd,PhpParser\Node\Stmt\If_,159,4,2,0,7,none,0,0,2,0,1
2892,Coalesce,3,PhpParser\Node\Expr\BinaryOp\Coalesce,none,160,4,0,0,5,none,0,0,2,0,1
2893,UnwrapTrim,3,PhpParser\Node\Expr\FuncCall,none,160,4,0,0,5,none,0,0,2,0,0
2894,NotIdentical,3,PhpParser\Node\Expr\BinaryOp\NotIdentical,none,160,4,0,0,5,none,0,0,2,0,1
2895,Throw_,1,PhpParser\Node\Stmt\Throw_,none,161,0,0,0,2,none,0,0,0,0,1
2896,DecrementInteger,5,PhpParser\Node\Scalar\LNumber,none,164,0,0,0,3,none,0,0,0,0,1
2897,IncrementInteger,5,PhpParser\Node\Scalar\LNumber,none,164,0,0,0,3,none,0,0,0,0,0
2898,OneZeroInteger,5,PhpParser\Node\Scalar\LNumber,none,164,0,0,0,3,none,0,0,0,0,1
2899,Ternary,5,PhpParser\Node\Expr\Ternary,none,164,4,0,0,3,none,0,0,2,0,1
2900,CastInt,5,PhpParser\Node\Expr\Cast\Int_,none,164,4,0,0,3,none,0,0,2,0,0
2901,PublicVisibility,4,PhpParser\Node\Stmt\ClassMethod,none,151,0,0,0,798,none,0,0,0,0,1
2902,DecrementInteger,4,PhpParser\Node\Scalar\LNumber,none,178,0,0,0,4,none,0,0,0,0,1
2903,IncrementInteger,4,PhpParser\Node\Scalar\LNumber,none,178,0,0,0,4,none,0,0,0,0,0
2904,OneZeroInteger,4,PhpParser\Node\Scalar\LNumber,none,178,0,0,0,4,none,0,0,0,0,1
2905,PublicVisibility,4,PhpParser\Node\Stmt\ClassMethod,none,178,0,0,0,16,none,0,0,0,0,1
2906,DecrementInteger,4,PhpParser\Node\Scalar\LNumber,none,190,0,0,0,4,none,0,0,0,0,0
2907,IncrementInteger,4,PhpParser\Node\Scalar\LNumber,none,190,0,0,0,4,none,0,0,0,0,0
2908,OneZeroInteger,4,PhpParser\Node\Scalar\LNumber,none,190,0,0,0,4,none,0,0,0,0,0
2909,PublicVisibility,4,PhpParser\Node\Stmt\ClassMethod,none,190,0,0,0,16,none,0,0,0,0,1
2910,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,202,0,0,0,8,none,0,0,0,0,1
2911,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,214,0,0,0,8,none,0,0,0,0,1
2912,NotEqual,2,PhpParser\Node\Expr\BinaryOp\NotEqual,none,231,3,0,0,1,none,0,0,1,0,1
2913,Ternary,2,PhpParser\Node\Expr\Ternary,none,231,3,0,0,3,none,0,0,1,0,1
2914,NotEqual,2,PhpParser\Node\Expr\BinaryOp\NotEqual,PhpParser\Node\Stmt\Return_,238,3,2,0,1,none,0,0,1,0,1
2915,Ternary,2,PhpParser\Node\Expr\Ternary,PhpParser\Node\Stmt\Return_,238,3,2,0,3,none,0,0,1,0,1
2916,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,226,0,0,0,160,none,0,0,0,0,1
2917,FunctionCall,1,PhpParser\Node\Stmt\Return_,none,55,0,0,0,2,none,0,0,0,0,1
2918,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,53,0,0,0,8,none,0,0,0,0,1
2919,InstanceOf_,3,PhpParser\Node\Expr\Instanceof_,none,71,0,0,0,12,none,0,0,0,0,1
2920,InstanceOf_,3,PhpParser\Node\Expr\Instanceof_,none,71,0,0,0,12,none,0,0,0,0,1
2921,LogicalNot,3,PhpParser\Node\Expr\BooleanNot,PhpParser\Node\Stmt\If_,71,3,1,0,12,none,0,0,1,0,1
2922,Throw_,1,PhpParser\Node\Stmt\Throw_,none,72,0,0,0,10,none,0,0,0,0,1
2923,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,67,0,0,0,360,none,0,0,0,0,1
2924,LogicalAnd,2,PhpParser\Node\Expr\BinaryOp\BooleanAnd,PhpParser\Node\Stmt\Expression,92,3,1,0,4,none,0,0,1,1,0
2925,CastArray,1,PhpParser\Node\Expr\Cast\Array_,none,93,3,0,0,4,none,0,0,1,1,0
2926,CastObject,1,PhpParser\Node\Expr\Cast\Object_,none,94,3,0,0,4,none,0,0,1,1,0
2927,Ternary,2,PhpParser\Node\Expr\Ternary,PhpParser\Node\Stmt\Expression,92,3,1,0,12,none,0,0,1,1,1
2928,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,PhpParser\Node\Stmt\Expression,106,3,0,0,4,none,0,0,0,1,1
2929,Coalesce,1,PhpParser\Node\Expr\BinaryOp\Coalesce,PhpParser\Node\Stmt\If_,107,3,1,0,4,none,0,0,0,1,0
2930,Coalesce,1,PhpParser\Node\Expr\BinaryOp\Coalesce,none,109,3,0,0,1,none,0,0,0,1,0
2931,LogicalAnd,1,PhpParser\Node\Expr\BinaryOp\BooleanAnd,PhpParser\Node\Stmt\If_,120,2,0,0,4,none,0,0,0,1,0
2932,MethodCallRemoval,1,PhpParser\Node\Stmt\Expression,none,121,0,0,0,4,none,0,0,0,0,1
2933,MethodCallRemoval,1,PhpParser\Node\Stmt\Expression,none,124,0,0,0,1,none,0,0,0,0,1
2934,Coalesce,1,PhpParser\Node\Expr\BinaryOp\Coalesce,PhpParser\Node\Stmt\Expression,136,3,0,0,9,none,0,0,0,0,0
2935,Ternary,1,PhpParser\Node\Expr\Ternary,none,138,3,0,0,16,none,0,0,0,0,1
