MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,5,40,20,20,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,6,40,23,17,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,7,40,26,14,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,8,40,29,11,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,160,132,9,40,32,8,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,0,40,5,35,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,1,40,8,32,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,2,40,11,29,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,3,40,14,26,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,4,40,17,23,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,5,40,20,20,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,6,40,23,17,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,7,40,26,14,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,132,8,40,29,11,8,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,16,160,132,9,40,32,8,8,none,1,0,1
ReturnValsMutator,6,172,132,12,40,39,1,8,none,1,0,1
ABSMutator,10,21,132,0,40,3,37,8,none,1,0,1
ABSMutator,10,21,132,1,40,6,34,8,none,1,0,1
ABSMutator,10,21,132,2,40,9,31,8,none,1,0,1
ABSMutator,10,21,132,3,40,12,28,8,none,1,0,1
ABSMutator,10,21,132,4,40,15,25,8,none,1,0,1
ABSMutator,10,21,132,5,40,18,22,8,none,1,0,1
ABSMutator,10,21,132,6,40,21,19,8,none,1,0,1
ABSMutator,10,21,132,7,40,24,16,8,none,1,0,1
ABSMutator,10,21,132,8,40,27,13,8,none,1,0,1
ABSMutator,10,21,132,9,40,30,10,8,none,1,0,1
CRCR1Mutator,14,16,132,0,40,4,36,8,none,1,0,1
CRCR1Mutator,14,16,132,1,40,7,33,8,none,1,0,1
CRCR1Mutator,14,16,132,2,40,10,30,8,none,1,0,1
CRCR1Mutator,14,16,132,3,40,13,27,8,none,1,0,1
CRCR1Mutator,14,16,132,4,40,16,24,8,none,1,0,1
CRCR1Mutator,14,16,132,5,40,19,21,8,none,1,0,1
CRCR1Mutator,14,16,132,6,40,22,18,8,none,1,0,1
CRCR1Mutator,14,16,132,7,40,25,15,8,none,1,0,1
CRCR1Mutator,14,16,132,8,40,28,12,8,none,1,0,1
CRCR1Mutator,14,16,132,9,40,31,9,8,none,1,0,1
CRCR1Mutator,10,3,132,11,40,37,3,8,none,1,0,1
CRCR2Mutator,14,16,132,0,40,4,36,8,none,1,0,1
CRCR2Mutator,14,16,132,1,40,7,33,8,none,1,0,1
CRCR2Mutator,14,16,132,2,40,10,30,8,none,1,0,1
CRCR2Mutator,14,16,132,3,40,13,27,8,none,1,0,1
CRCR2Mutator,14,16,132,4,40,16,24,8,none,1,0,1
CRCR2Mutator,14,16,132,5,40,19,21,8,none,1,0,1
CRCR2Mutator,14,16,132,6,40,22,18,8,none,1,0,1
CRCR2Mutator,14,16,132,7,40,25,15,8,none,1,0,1
CRCR2Mutator,14,16,132,8,40,28,12,8,none,1,0,1
CRCR2Mutator,14,16,132,9,40,31,9,8,none,1,0,1
CRCR2Mutator,12,4,132,10,40,34,6,7,none,1,0,1
CRCR3Mutator,14,16,132,0,40,4,36,8,none,1,0,1
CRCR3Mutator,14,16,132,1,40,7,33,8,none,1,0,1
CRCR3Mutator,14,16,132,2,40,10,30,8,none,1,0,1
CRCR3Mutator,14,16,132,3,40,13,27,8,none,1,0,1
CRCR3Mutator,14,16,132,4,40,16,24,8,none,1,0,1
CRCR3Mutator,14,16,132,5,40,19,21,8,none,1,0,1
CRCR3Mutator,14,16,132,6,40,22,18,8,none,1,0,1
CRCR3Mutator,14,16,132,7,40,25,15,8,none,1,0,1
CRCR3Mutator,14,16,132,8,40,28,12,8,none,1,0,1
CRCR3Mutator,14,16,132,9,40,31,9,8,none,1,0,1
CRCR3Mutator,12,4,132,10,40,34,6,7,none,1,0,0
CRCR3Mutator,10,3,132,11,40,37,3,8,none,1,0,1
CRCR4Mutator,14,16,132,0,40,4,36,8,none,1,0,1
CRCR4Mutator,14,16,132,1,40,7,33,8,none,1,0,1
CRCR4Mutator,14,16,132,2,40,10,30,8,none,1,0,1
CRCR4Mutator,14,16,132,3,40,13,27,8,none,1,0,1
CRCR4Mutator,14,16,132,4,40,16,24,8,none,1,0,1
CRCR4Mutator,14,16,132,5,40,19,21,8,none,1,0,1
CRCR4Mutator,14,16,132,6,40,22,18,8,none,1,0,1
CRCR4Mutator,14,16,132,7,40,25,15,8,none,1,0,1
CRCR4Mutator,14,16,132,8,40,28,12,8,none,1,0,1
CRCR4Mutator,14,16,132,9,40,31,9,8,none,1,0,1
CRCR4Mutator,12,4,132,10,40,34,6,7,none,1,0,0
CRCR5Mutator,14,16,132,0,40,4,36,8,none,1,0,1
CRCR5Mutator,14,16,132,1,40,7,33,8,none,1,0,1
CRCR5Mutator,14,16,132,2,40,10,30,8,none,1,0,1
CRCR5Mutator,14,16,132,3,40,13,27,8,none,1,0,1
CRCR5Mutator,14,16,132,4,40,16,24,8,none,1,0,1
CRCR5Mutator,14,16,132,5,40,19,21,8,none,1,0,1
CRCR5Mutator,14,16,132,6,40,22,18,8,none,1,0,1
CRCR5Mutator,14,16,132,7,40,25,15,8,none,1,0,1
CRCR5Mutator,14,16,132,8,40,28,12,8,none,1,0,1
CRCR5Mutator,14,16,132,9,40,31,9,8,none,1,0,1
CRCR5Mutator,12,4,132,10,40,34,6,7,none,1,0,1
CRCR5Mutator,10,3,132,11,40,37,3,8,none,1,0,1
CRCR6Mutator,14,16,132,0,40,4,36,8,none,1,0,1
CRCR6Mutator,14,16,132,1,40,7,33,8,none,1,0,1
CRCR6Mutator,14,16,132,2,40,10,30,8,none,1,0,1
CRCR6Mutator,14,16,132,3,40,13,27,8,none,1,0,1
CRCR6Mutator,14,16,132,4,40,16,24,8,none,1,0,1
CRCR6Mutator,14,16,132,5,40,19,21,8,none,1,0,1
CRCR6Mutator,14,16,132,6,40,22,18,8,none,1,0,1
CRCR6Mutator,14,16,132,7,40,25,15,8,none,1,0,1
CRCR6Mutator,14,16,132,8,40,28,12,8,none,1,0,1
CRCR6Mutator,14,16,132,9,40,31,9,8,none,1,0,1
CRCR6Mutator,12,4,132,10,40,34,6,7,none,1,0,1
CRCR6Mutator,10,3,132,11,40,37,3,8,none,1,0,1
ROR1Mutator,16,159,132,0,40,5,35,8,none,1,0,1
ROR1Mutator,16,159,132,1,40,8,32,8,none,1,0,1
ROR1Mutator,16,159,132,2,40,11,29,8,none,1,0,1
ROR1Mutator,16,159,132,3,40,14,26,8,none,1,0,1
ROR1Mutator,16,159,132,4,40,17,23,8,none,1,0,1
ROR1Mutator,16,159,132,5,40,20,20,8,none,1,0,1
ROR1Mutator,16,159,132,6,40,23,17,8,none,1,0,1
ROR1Mutator,16,159,132,7,40,26,14,8,none,1,0,1
ROR1Mutator,16,159,132,8,40,29,11,8,none,1,0,1
ROR1Mutator,16,160,132,9,40,32,8,8,none,1,0,1
ROR2Mutator,16,159,132,0,40,5,35,8,none,1,0,0
ROR2Mutator,16,159,132,1,40,8,32,8,none,1,0,0
ROR2Mutator,16,159,132,2,40,11,29,8,none,1,0,0
ROR2Mutator,16,159,132,3,40,14,26,8,none,1,0,0
ROR2Mutator,16,159,132,4,40,17,23,8,none,1,0,0
ROR2Mutator,16,159,132,5,40,20,20,8,none,1,0,0
ROR2Mutator,16,159,132,6,40,23,17,8,none,1,0,0
ROR2Mutator,16,159,132,7,40,26,14,8,none,1,0,0
ROR2Mutator,16,159,132,8,40,29,11,8,none,1,0,0
ROR2Mutator,16,160,132,9,40,32,8,8,none,1,0,1
ROR3Mutator,16,159,132,0,40,5,35,8,none,1,0,1
ROR3Mutator,16,159,132,1,40,8,32,8,none,1,0,1
ROR3Mutator,16,159,132,2,40,11,29,8,none,1,0,1
ROR3Mutator,16,159,132,3,40,14,26,8,none,1,0,1
ROR3Mutator,16,159,132,4,40,17,23,8,none,1,0,1
ROR3Mutator,16,159,132,5,40,20,20,8,none,1,0,1
ROR3Mutator,16,159,132,6,40,23,17,8,none,1,0,1
ROR3Mutator,16,159,132,7,40,26,14,8,none,1,0,1
ROR3Mutator,16,159,132,8,40,29,11,8,none,1,0,1
ROR3Mutator,16,160,132,9,40,32,8,8,none,1,0,0
ROR4Mutator,16,159,132,0,40,5,35,8,none,1,0,1
ROR4Mutator,16,159,132,1,40,8,32,8,none,1,0,1
ROR4Mutator,16,159,132,2,40,11,29,8,none,1,0,1
ROR4Mutator,16,159,132,3,40,14,26,8,none,1,0,1
ROR4Mutator,16,159,132,4,40,17,23,8,none,1,0,1
ROR4Mutator,16,159,132,5,40,20,20,8,none,1,0,1
ROR4Mutator,16,159,132,6,40,23,17,8,none,1,0,1
ROR4Mutator,16,159,132,7,40,26,14,8,none,1,0,1
ROR4Mutator,16,159,132,8,40,29,11,8,none,1,0,1
ROR4Mutator,16,160,132,9,40,32,8,8,none,1,0,1
ROR5Mutator,16,159,132,0,40,5,35,8,none,1,0,1
ROR5Mutator,16,159,132,1,40,8,32,8,none,1,0,1
ROR5Mutator,16,159,132,2,40,11,29,8,none,1,0,1
ROR5Mutator,16,159,132,3,40,14,26,8,none,1,0,1
ROR5Mutator,16,159,132,4,40,17,23,8,none,1,0,1
ROR5Mutator,16,159,132,5,40,20,20,8,none,1,0,1
ROR5Mutator,16,159,132,6,40,23,17,8,none,1,0,1
ROR5Mutator,16,159,132,7,40,26,14,8,none,1,0,1
ROR5Mutator,16,159,132,8,40,29,11,8,none,1,0,1
ROR5Mutator,16,160,132,9,40,32,8,8,none,1,0,1
UOI1Mutator,10,21,132,0,40,3,37,8,none,1,0,1
UOI1Mutator,10,21,132,1,40,6,34,8,none,1,0,1
UOI1Mutator,10,21,132,2,40,9,31,8,none,1,0,1
UOI1Mutator,10,21,132,3,40,12,28,8,none,1,0,1
UOI1Mutator,10,21,132,4,40,15,25,8,none,1,0,1
UOI1Mutator,10,21,132,5,40,18,22,8,none,1,0,1
UOI1Mutator,10,21,132,6,40,21,19,8,none,1,0,1
UOI1Mutator,10,21,132,7,40,24,16,8,none,1,0,1
UOI1Mutator,10,21,132,8,40,27,13,8,none,1,0,1
UOI1Mutator,10,21,132,9,40,30,10,8,none,1,0,0
UOI2Mutator,10,21,132,0,40,3,37,8,none,1,0,1
UOI2Mutator,10,21,132,1,40,6,34,8,none,1,0,1
UOI2Mutator,10,21,132,2,40,9,31,8,none,1,0,1
UOI2Mutator,10,21,132,3,40,12,28,8,none,1,0,1
UOI2Mutator,10,21,132,4,40,15,25,8,none,1,0,1
UOI2Mutator,10,21,132,5,40,18,22,8,none,1,0,1
