MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
UOI3Mutator,10,21,154,11,85,51,34,3,none,4,0,1
UOI4Mutator,10,21,150,6,85,31,54,4,none,4,0,1
UOI4Mutator,10,21,151,8,85,38,47,3,none,4,0,1
UOI4Mutator,10,21,154,11,85,51,34,3,none,4,0,1
ArgumentPropagationMutator,4,185,80,12,62,54,8,1,V,4,0,1
ConstructorCallMutator,2,183,76,3,62,21,41,1,V,4,0,1
NegateConditionalsMutator,8,199,73,1,62,8,54,2,V,4,0,1
NonVoidMethodCallMutator,2,185,78,9,62,41,21,1,V,4,0,1
NonVoidMethodCallMutator,2,185,80,11,62,52,10,1,V,4,0,0
NonVoidMethodCallMutator,4,185,80,12,62,54,8,1,V,4,0,1
RemoveConditionalMutator_EQUAL_ELSE,8,199,73,1,62,8,54,2,V,4,0,1
RemoveConditionalMutator_EQUAL_IF,8,199,73,1,62,8,54,2,V,4,0,1
MemberVariableMutator,2,181,74,2,62,14,48,1,V,4,0,1
MemberVariableMutator,2,181,80,13,62,57,5,1,V,4,0,1
ROR5Mutator,8,199,73,1,62,8,54,2,V,4,0,1
InlineConstantMutator,10,3,62,3,39,28,11,10,V,2,0,1
InlineConstantMutator,10,3,62,3,39,31,8,10,V,2,0,1
NegateConditionalsMutator,8,199,58,1,39,8,31,10,V,2,0,1
RemoveConditionalMutator_EQUAL_ELSE,8,199,58,1,39,8,31,10,V,2,0,1
RemoveConditionalMutator_EQUAL_IF,8,199,58,1,39,8,31,10,V,2,0,1
VoidMethodCallMutator,2,184,62,3,39,34,5,10,V,2,0,1
MemberVariableMutator,2,181,59,2,39,14,25,1,V,2,0,1
MemberVariableMutator,2,181,61,3,39,24,15,10,V,2,0,1
CRCR1Mutator,10,3,62,3,39,28,11,10,V,2,0,1
CRCR1Mutator,10,3,62,3,39,31,8,10,V,2,0,1
CRCR3Mutator,10,3,62,3,39,28,11,10,V,2,0,1
CRCR3Mutator,10,3,62,3,39,31,8,10,V,2,0,1
CRCR5Mutator,10,3,62,3,39,28,11,10,V,2,0,1
CRCR5Mutator,10,3,62,3,39,31,8,10,V,2,0,1
CRCR6Mutator,10,3,62,3,39,28,11,10,V,2,0,1
CRCR6Mutator,10,3,62,3,39,31,8,10,V,2,0,1
ROR5Mutator,8,199,58,1,39,8,31,10,V,2,0,1
InlineConstantMutator,10,3,93,0,48,3,45,7,none,5,0,1
NegateConditionalsMutator,16,153,96,3,48,34,14,5,none,5,0,1
NonVoidMethodCallMutator,2,185,95,2,48,29,19,5,none,5,0,1
PrimitiveReturnsMutator,4,172,100,6,48,47,1,7,none,5,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,153,96,3,48,34,14,5,none,5,0,1
RemoveConditionalMutator_EQUAL_IF,16,153,96,3,48,34,14,5,none,5,0,0
ReturnValsMutator,4,172,100,6,48,47,1,7,none,5,0,1
ABSMutator,10,21,94,1,48,17,31,7,none,5,0,1
ABSMutator,10,21,94,1,48,18,30,7,none,5,0,1
ABSMutator,10,21,94,2,48,21,27,5,none,5,0,1
ABSMutator,10,21,96,3,48,33,15,5,none,5,0,0
ABSMutator,10,21,100,6,48,46,2,7,none,5,0,1
CRCR1Mutator,10,3,93,0,48,3,45,7,none,5,0,1
CRCR3Mutator,10,3,93,0,48,3,45,7,none,5,0,1
CRCR5Mutator,10,3,93,0,48,3,45,7,none,5,0,1
CRCR6Mutator,10,3,93,0,48,3,45,7,none,5,0,1
ROR1Mutator,16,153,96,3,48,34,14,5,none,5,0,1
ROR2Mutator,16,153,96,3,48,34,14,5,none,5,0,1
ROR3Mutator,16,153,96,3,48,34,14,5,none,5,0,0
ROR4Mutator,16,153,96,3,48,34,14,5,none,5,0,0
ROR5Mutator,16,153,96,3,48,34,14,5,none,5,0,1
UOI1Mutator,10,21,94,1,48,17,31,7,none,5,0,1
UOI1Mutator,10,21,94,1,48,18,30,7,none,5,0,1
UOI1Mutator,10,21,94,2,48,21,27,5,none,5,0,0
UOI1Mutator,10,21,96,3,48,33,15,5,none,5,0,1
UOI1Mutator,10,21,100,6,48,46,2,7,none,5,0,0
UOI2Mutator,10,21,94,1,48,17,31,7,none,5,0,1
UOI2Mutator,10,21,94,1,48,18,30,7,none,5,0,0
UOI2Mutator,10,21,94,2,48,21,27,5,none,5,0,1
UOI2Mutator,10,21,96,3,48,33,15,5,none,5,0,1
UOI2Mutator,10,21,100,6,48,46,2,7,none,5,0,0
UOI3Mutator,10,21,94,1,48,17,31,7,none,5,0,1
UOI3Mutator,10,21,94,1,48,18,30,7,none,5,0,1
UOI3Mutator,10,21,94,2,48,21,27,5,none,5,0,1
UOI3Mutator,10,21,96,3,48,33,15,5,none,5,0,1
UOI3Mutator,10,21,100,6,48,46,2,7,none,5,0,1
UOI4Mutator,10,21,94,1,48,17,31,7,none,5,0,1
UOI4Mutator,10,21,94,1,48,18,30,7,none,5,0,0
UOI4Mutator,10,21,94,2,48,21,27,5,none,5,0,1
UOI4Mutator,10,21,96,3,48,33,15,5,none,5,0,1
