MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
UOI3Mutator,10,21,56,0,18,10,8,2,T,2,0,1
UOI4Mutator,10,21,56,0,18,10,8,2,T,2,0,1
VoidMethodCallMutator,2,182,28,0,14,10,4,1,none,1,0,1
NullReturnValsMutator,4,176,35,1,17,16,1,2,T,1,0,1
ReturnValsMutator,4,176,35,1,17,16,1,2,T,1,0,1
VoidMethodCallMutator,2,182,34,0,17,10,7,2,T,1,0,1
VoidMethodCallMutator,2,182,22,0,14,10,4,1,none,1,0,1
NullReturnValsMutator,4,176,393,1,17,16,1,2,T,1,0,1
ReturnValsMutator,4,176,393,1,17,16,1,2,T,1,0,1
VoidMethodCallMutator,2,182,392,0,17,10,7,2,T,1,0,1
NullReturnValsMutator,4,176,400,1,18,17,1,2,T,2,0,1
ReturnValsMutator,4,176,400,1,18,17,1,2,T,2,0,1
VoidMethodCallMutator,2,182,399,0,18,11,7,2,T,2,0,1
NullReturnValsMutator,4,176,358,1,18,17,1,2,T,2,0,1
ReturnValsMutator,4,176,358,1,18,17,1,2,T,2,0,1
VoidMethodCallMutator,2,182,357,0,18,11,7,2,T,2,0,1
ConstructorCallMutator,2,183,424,0,8,6,2,1,T,1,0,1
ConstructorCallMutator,2,183,412,0,8,6,2,1,T,2,0,1
NullReturnValsMutator,4,176,63,0,6,5,1,1608,none,1,0,1
ReturnValsMutator,4,176,63,0,6,5,1,1608,none,1,0,1
NonVoidMethodCallMutator,2,184,85,0,11,6,5,9,none,3,0,1
MemberVariableMutator,2,181,85,1,11,7,4,7,none,3,0,1
ArgumentPropagationMutator,4,184,96,0,10,5,5,10,none,2,0,1
NonVoidMethodCallMutator,4,184,96,0,10,5,5,10,none,2,0,1
MemberVariableMutator,2,181,96,1,10,6,4,8,none,2,0,1
EmptyObjectReturnValsMutator,4,176,73,4,16,15,1,7,none,1,0,1
NegateConditionalsMutator,8,198,73,0,16,5,11,7,none,1,0,1
NonVoidMethodCallMutator,2,182,73,1,16,8,8,6,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,8,198,73,0,16,5,11,7,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,8,198,73,0,16,5,11,7,none,1,0,1
ReturnValsMutator,4,176,73,4,16,15,1,7,none,1,0,1
ROR5Mutator,8,198,73,0,16,5,11,7,none,1,0,1
EmptyObjectReturnValsMutator,4,176,46,0,6,5,1,1609,none,1,0,1
ReturnValsMutator,4,176,46,0,6,5,1,1609,none,1,0,1
MemberVariableMutator,2,181,55,0,9,5,4,11,none,2,0,1
ConstructorCallMutator,2,183,105,1,19,11,8,56,none,1,0,1
NegateConditionalsMutator,8,199,104,0,19,5,14,1640,none,1,0,1
NullReturnValsMutator,4,176,107,3,19,18,1,1640,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,8,199,104,0,19,5,14,1640,none,1,0,1
RemoveConditionalMutator_EQUAL_IF,8,199,104,0,19,5,14,1640,none,1,0,1
ReturnValsMutator,4,176,107,3,19,18,1,1640,none,1,0,1
MemberVariableMutator,2,181,105,2,19,12,7,56,none,1,0,1
ROR5Mutator,8,199,104,0,19,5,14,1640,none,1,0,1
ArgumentPropagationMutator,4,184,132,3,30,20,10,1,none,2,0,1
ArgumentPropagationMutator,4,184,132,5,30,26,4,1,none,2,0,1
ArgumentPropagationMutator,4,184,132,6,30,28,2,1,none,2,0,1
EmptyObjectReturnValsMutator,4,176,132,7,30,29,1,1,none,2,0,1
InlineConstantMutator,14,6,132,0,30,8,22,1,none,2,0,0
InlineConstantMutator,10,3,132,0,30,11,19,1,none,2,0,1
InlineConstantMutator,12,4,132,2,30,17,13,1,none,2,0,1
InlineConstantMutator,14,5,132,4,30,23,7,1,none,2,0,1
NonVoidMethodCallMutator,2,182,132,0,30,13,17,1,none,2,0,1
NonVoidMethodCallMutator,2,182,132,1,30,14,16,1,none,2,0,1
NonVoidMethodCallMutator,2,182,132,2,30,19,11,1,none,2,0,1
NonVoidMethodCallMutator,4,184,132,3,30,20,10,1,none,2,0,1
NonVoidMethodCallMutator,2,182,132,4,30,25,5,1,none,2,0,1
NonVoidMethodCallMutator,4,184,132,5,30,26,4,1,none,2,0,1
NonVoidMethodCallMutator,4,184,132,6,30,28,2,1,none,2,0,1
ReturnValsMutator,4,176,132,7,30,29,1,1,none,2,0,1
CRCR1Mutator,14,6,132,0,30,8,22,1,none,2,0,1
CRCR1Mutator,10,3,132,0,30,11,19,1,none,2,0,1
CRCR1Mutator,14,5,132,4,30,23,7,1,none,2,0,1
CRCR2Mutator,14,6,132,0,30,8,22,1,none,2,0,1
CRCR2Mutator,12,4,132,2,30,17,13,1,none,2,0,1
CRCR2Mutator,14,5,132,4,30,23,7,1,none,2,0,1
