MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
RemoveConditionalMutator_ORDER_ELSE,18,155,589,3,88,14,74,17,none,5,0,1
RemoveConditionalMutator_ORDER_ELSE,18,164,589,5,88,18,70,17,none,5,0,0
RemoveConditionalMutator_ORDER_ELSE,18,155,592,8,88,31,57,17,none,5,0,1
RemoveConditionalMutator_ORDER_ELSE,18,164,592,10,88,37,51,17,none,5,0,0
RemoveConditionalMutator_ORDER_ELSE,18,158,595,13,88,50,38,17,none,5,0,1
RemoveConditionalMutator_ORDER_IF,18,155,589,3,88,14,74,17,none,5,0,0
RemoveConditionalMutator_ORDER_IF,18,164,589,5,88,18,70,17,none,5,0,1
RemoveConditionalMutator_ORDER_IF,18,155,592,8,88,31,57,17,none,5,0,1
RemoveConditionalMutator_ORDER_IF,18,164,592,10,88,37,51,17,none,5,0,1
RemoveConditionalMutator_ORDER_IF,18,158,595,13,88,50,38,17,none,5,0,0
ReturnValsMutator,4,176,587,2,88,9,79,2,none,5,0,0
ReturnValsMutator,4,176,601,18,88,87,1,17,none,5,0,1
VoidMethodCallMutator,2,182,598,16,88,74,14,17,none,5,0,1
MemberVariableMutator,2,181,599,17,88,82,6,17,none,5,0,1
NakedReceiverMutator,4,182,587,1,88,8,80,2,none,5,0,1
NakedReceiverMutator,4,182,597,15,88,62,26,17,none,5,0,0
ABSMutator,10,21,589,3,88,13,75,17,none,5,0,1
ABSMutator,10,21,589,4,88,15,73,17,none,5,0,0
ABSMutator,10,21,592,8,88,30,58,17,none,5,0,1
ABSMutator,10,21,592,9,88,32,56,17,none,5,0,0
ABSMutator,10,21,592,9,88,33,55,17,none,5,0,0
ABSMutator,10,21,595,13,88,49,39,17,none,5,0,1
ABSMutator,10,21,597,15,88,59,29,17,none,5,0,0
